Item No.	PART NUMBER	revision	QTY	Description	Material	Finish	Treatment	Colour	Comments	SecondProcess	Third Process	Author	Approved	Asset	SW-Folder Name(Folder Name)	SW-File Name(File Name)	SW-Configuration Name(Configuration Name)	Distributor	mass	DrawnDate	OEM_Internet	OEM_Supplier	OEM_Data_Sheet	Qb_Code	QB_Catergory	Sheet Metal Thickness	Spare_Part	Supplier_Part_Number
1.10.1.1.1	        AWS-B-007455	1	1	GRIPPER FRAME	AS PER BOM	NATURAL			WELDING			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-B-007455	Default		17.8	01/03/2021							-	
1.10.1.1.1.1	          AWS-A-007453	1	1	GRIPPER MAIN FRAME	MS - GR250	NATURAL			LASERCUT	FOLDING		MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007453	Default		4.7	01/03/2021						4	-	
1.10.1.1.1.1.1	            		1	Sheet	MS - GR250												Default		4.7							4		
1.10.1.1.1.2	          AWS-A-007454	1	2	GRIPPER CENTRAL SUPPORT FRAME	MS - GR250	NATURAL			CUTTING			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007454	Default<As Machined>		1.4	01/03/2021							-	
1.10.1.1.1.2.1	            		1	125x75x3.0 RHS	MS - GR250												Default<As Machined>		1.4									
1.10.1.1.1.3	          AWS-A-007469	1	1	DOUBLE GRIPPER CENTRAL SUPPORT MOUNT PLATE	MS - GR250	NATURAL			LASERCUT			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007469	Default		3.9	01/03/2021						10	-	
1.10.1.1.1.3.1	            		1	Sheet	MS - GR250												Default		3.9							10		
1.10.1.1.1.4	          AWS-A-007470	1	1	GRIPPER CENTRAL SUPPORT	MS - GR250	NATURAL			CUTTING			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007470	Default<As Machined>		0.2	01/03/2021							-	
1.10.1.1.1.4.1	            		1	60.3x2.9	MS - GR250												Default<As Machined>		0.2									
1.10.1.1.1.5	          AWS-A-007471	1	2	GRIPPER BEARING END SUPPORT PLATE	MS - GR250	NATURAL			LASERCUT			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007471	Default		0.4	01/03/2021						3	-	
1.10.1.1.1.5.1	            		1	Sheet	MS - GR250												Default		0.4							3		
1.10.1.1.1.6	          AWS-A-007472	1	4	GRIPPER BEARING MOUNT PLATE	MS - GR250	NATURAL			LASERCUT			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007472	Default		0.1	01/03/2021						4	-	
1.10.1.1.1.6.1	            		1	Sheet	MS - GR250												Default		0.1							4		
1.10.1.1.1.7	          AWS-A-007473	1	2	GRIPPER BEARING SUPPORT PLATE	MS - GR250	NATURAL			LASERCUT			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007473	Default		0.3	01/03/2021						3	-	
1.10.1.1.1.7.1	            		1	Sheet	MS - GR250												Default		0.3							3		
1.10.1.1.1.8	          AWS-A-007474	1	1	GRIPPER MAIN FRAME UNDERSIDE	MS - GR250	NATURAL			LASERCUT			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007474	Default		2.2	01/03/2021						3	-	
1.10.1.1.1.8.1	            		1	Sheet	MS - GR250												Default		2.2							3		
1.10.1.1.1.9	          AWS-A-007475	1	2	GRIPPER RELIEF INFILL	MS - GR250	NATURAL			LASERCUT			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007475	Default		0.1	01/03/2021						3	-	
1.10.1.1.1.9.1	            		1	Sheet	MS - GR250												Default		0.1							3		
1.10.1.1.1.10	          AWS-A-007476	1	2	GRIPPER RELIEF INFILL GUSSET	MS - GR250	NATURAL			LASERCUT			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007476	Default		0.0	01/03/2021						3	-	
1.10.1.1.1.10.1	            		1	Sheet	MS - GR250												Default		0.0							3		
1.10.1.1.1.11	          AWS-A-007478	1	1	GRIPPER SQUARNG MOUNT	MS - GR250	NATURAL			LASERCUT	FOLDING		MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007478	Default		1.6	01/03/2021						4	-	
1.10.1.1.1.11.1	            		1	Sheet	MS - GR250												Default		1.6							4		
1.10.1.1.1.12	          IN39101-0855		16	HEXSERT ZP M6 3.0-5.5 GRIP (LOW PROFILE)	Z/P	NATURAL			Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\hexserts\	Hexsert_Toolbox	IN39101-0855		0.01	12/02/2020		RivetLab						
1.10.1.1.1.13	          AWS-A-007542	1	1	LINEAR GUIDE SUPPORT TUBE	MS - GR250	NATURAL			CUTTING			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007542	Default<As Machined>		0.1	05/03/2021							-	
1.10.1.1.1.13.1	            		1	26.9x2.3	MS - GR250												Default<As Machined>		0.1									
1.10.1.2	      AWS-Z-007492	1	1	LINEAR GUIDE INTEGRATED BLOCK ASSEMBLY	AS PER BOM	NATURAL			ASSEMBLY			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-Z-007492	Default		11.4	02/03/2021							-	
1.10.1.2.1	        AWS-A-007452	1	1	LINEAR GUIDE INTEGRATED BLOCK	6061 Alloy	NATURAL			MACHINE			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007452	Default		4.79	01/03/2021							-	
1.10.1.2.2	        AWS-A-007491	1	4	ROUND RACK MACHINED	AS PER BOM	NATURAL			MACHINE				CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007491	Default		1.5	02/03/2021							-	
1.10.1.2.2.1	          SURO2.5-500		1	ROUND PINION	Alloy Steel	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1034. Misc Component\	OEM-SURO2_5_500	SURO2.5-500	MISUMI	1.8	02/03/2021	https://mx.misumi-ec.com/en/vona2/detail/221004937750/?HissuCode=SURO2.5-500			1034	Misc Component		-	SURO2_5_500
1.10.1.2.3	        AWS-A-007493	1	2	SPUR GEAR MACHINED	AS PER BOM	NATURAL			MACHINE				CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007493	Default		0.1	02/03/2021							-	
1.10.1.2.3.1	          OEM-SS2_5_12		1	SPUR GEAR	MS - 1045 Grade	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1034. Misc Component\	OEM-SS2_5_12	Default	MISUMI	0.1	02/03/2021	https://mx.misumi-ec.com/en/vona2/detail/221004936827/?HissuCode=SS2.5-12			1034	Misc Component		-	SS2_5_12
1.10.1.2.4	        AWS-A-007494	1	2	SPUR GEAR SHAFT	SS304	NATURAL			MACHINE			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007494	Default		0.1	02/03/2021							-	
1.10.1.2.5	        AWS-A-007495	1	4	BUSH KEEPER	SS304	NATURAL			LASERCUT			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007495	Default<As Machined>		0.0	02/03/2021						1.6		
1.10.1.2.5.1	          		1	Sheet	SS304												Default<As Machined>		0.0							1.6		
1.10.1.2.6	        AWS-A-007526	1	2	BEARING CAP PLATE	SS304	NATURAL			LASERCUT			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007526	Default<As Machined>		0.1	03/03/2021						1.6		
1.10.1.2.6.1	          		1	Sheet	SS304												Default<As Machined>		0.1							1.6		
1.10.1.2.7	        OEM-WFM-2528-21		8	SLEEVE BEARING WITH FLANGE	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1003. Bearings\	OEM-WFM-2528-21	Default	TREOTHAM	0.0	02/03/2021	https://www.igus.com.au/product/70		W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1003_iglidur_W300_FM_GBen	1003	Bearings		-	WFM-2528-21
1.10.1.2.8	        OEM-6302-2RS-NR		4	DEEP GROOVE BEARING	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1003. Bearings\	OEM-6302-2RS-NR	Default	TIMKEN	0.0	02/03/2021	https://cad.timken.com/keyword/deep-groove-ball-bearings/deep-groove-ball-bearings--6000--6200--6300--6400-?key=all&&keyword=6302-NR&SchType=2		W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1003_Deep Groove Ball Bearing	1003	Bearings		-	6302-2RS-NR
1.10.1.2.9	        OEM-GFM_1820_22		1	SLEEVE BEARING WITH FLANGE	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1003. Bearings\	OEM-GFM_1820_22	Default	TREOTHAM	0.0	02/03/2021	https://www.igus.com.au/product/64		W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1003_iglidur_G_FM_GBen	1003	Bearings		-	GFM_1820_22
1.10.1.3	      AWS-B-007483	1	2	GRIPPER CARRIER LINEAR	AS PER BOM	ZINC			WELDING			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-B-007483	Default		1.8	02/03/2021							-	
1.10.1.3.1	        AWS-A-007480	1	1	GRIPPER CARRIER LINEAR	MS - GR250	NATURAL			CUTTING	MACHINE		MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007480	Default<As Machined>		0.7	01/03/2021							-	
1.10.1.3.1.1	          		1	25x25x3.0 SHS	MS - GR250												Default<As Machined>		0.7									
1.10.1.3.2	        AWS-A-007481	1	2	GRIPPER CARRIER LINK	MS - GR250	NATURAL			LASERCUT			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007481	Default		0.4	01/03/2021						10	-	
1.10.1.3.2.1	          		1	Sheet	MS - GR250												Default		0.4							10		
1.10.1.3.3	        AWS-A-007482	1	1	ACTUATOR ARM	MS - GR250	NATURAL			LASERCUT			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007482	Default		0.2	02/03/2021						8	-	
1.10.1.3.3.1	          		1	Sheet	MS - GR250												Default		0.2							8		
1.10.1.4	      OEM-KSTM20		4	PILLOW BLOCK BEARING KSTM	AS PER DATASHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1003. Bearings\	OEM-KSTM20	Default	IGUS	0.0	02/03/2021	https://www.igus.com.au/product/372		W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1003_igubal_KSTM_GBen	1003	Bearings		-	KSTM20
1.10.1.5	      AWS-Z-011122		1	GRIPPER UP TO 450 WIDE BAGS	AS PER BOM	NATURAL			ASSEMBLY			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-Z-011122	Default		8.3	03/11/2021							-	
1.10.1.5.1	        AWS-B-011123		1	GRIPPER UP TO 450 WIDE BAGS	AS PER BOM	ZINC			WELDING			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-B-011123	Default		5.8	03/11/2021							-	
1.10.1.5.1.1	          AWS-A-007458	1	1	GRIPPER PIVOT BAR	MS - GR250	NATURAL			MACHINE			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007458	Default		2.6	01/03/2021							-	
1.10.1.5.1.2	          AWS-A-011124		1	GRIPPER UP TO 450 WIDE BAGS	MS - GR250	NATURAL			LASERCUT			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-A-011124	Default		1.0	03/11/2021						10	-	
1.10.1.5.1.2.1	            		1	Sheet	MS - GR250												Default		1.0							10		
1.10.1.5.1.3	          AWS-A-011125		1	GRIPPER UP TO 450 WIDE BAGS	MS - GR250	NATURAL			LASERCUT			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-A-011125	Default		1.2	03/11/2021						10	-	
1.10.1.5.1.3.1	            		1	Sheet	MS - GR250												Default		1.2							10		
1.10.1.5.1.4	          AWS-A-007460	1	1	GRIPPER CLAW SUPPORT FIXED LEFT	MS - GR250	NATURAL			LASERCUT	FOLDING	MACHINE	MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007460	DEFAULT		1.1	01/03/2021						3	-	
1.10.1.5.1.4.1	            		1	Sheet	MS - GR250												DEFAULT		1.1							3		
1.10.1.5.2	        AWS-A-011126		9	GRIPPER UP TO 450 WIDE BAGS	UHMWPE	NATURAL			PROFILE CUT	MACHINE		FQ			C:\AWS PDM\AWS\007000-014000\	AWS-A-011126	Default		0.14	03/11/2021						16	-	
1.10.1.5.2.1	          		1	Sheet	UHMWPE												Default		0.14							16		
1.10.1.5.3	        B18.3.5M - 6 x 1.0 x 50 Socket FCHS  -- 24NZP		9	B18.3.5M - 6 x 1.0 x 50 Socket FCHS  -- 24NZP	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	socket countersunk head screw_1_am	B18.3.5M - 6 x 1.0 x 50 Socket FCHS  -- 24NZP		0.012			Costless Bolts						
1.10.1.5.4	        GB_HEXAGON_TYPE9 M6-SZP		9	M6 NYLOC NUT Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\nyloc\	prevailing torque type style 1_gb	GB_HEXAGON_TYPE9 M6-SZP		0.0			Costless Bolts						
1.10.1.5.5	        AWS-A-007534	1	1	GRIPPER CLAW SUPPORT CLAMP	MS - GR250	ZINC			LASERCUT	FOLDING		MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007534	DEFAULT		1.1	03/03/2021						3	-	
1.10.1.5.5.1	          		1	Sheet	MS - GR250												DEFAULT		1.1							3		
1.10.1.6	      AWS-Z-011131		1	GRIPPER CLAW RIGHT	AS PER BOM	NATURAL			ASSEMBLY			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-Z-011131	Default		8.4	03/11/2021							-	
1.10.1.6.1	        AWS-B-011132		1	GRIPPER ARM WELDMENT RIGHT	AS PER BOM	ZINC			WELDING			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-B-011132	Default		5.9	03/11/2021							-	
1.10.1.6.1.1	          AWS-A-007458	1	1	GRIPPER PIVOT BAR	MS - GR250	NATURAL			MACHINE			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007458	Default		2.6	01/03/2021							-	
1.10.1.6.1.2	          AWS-A-011133		1	GRIPPER ARM 2	MS - GR250	NATURAL			LASERCUT			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-A-011133	Default		1.0	03/11/2021						10	-	
1.10.1.6.1.2.1	            		1	Sheet	MS - GR250												Default		1.0							10		
1.10.1.6.1.3	          AWS-A-011134		1	GRIPPER ARM 1	MS - GR250	NATURAL			LASERCUT			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-A-011134	Default		1.3	03/11/2021						10	-	
1.10.1.6.1.3.1	            		1	Sheet	MS - GR250												Default		1.3							10		
1.10.1.6.1.4	          AWS-A-007460	1	1	GRIPPER CLAW SUPPORT FIXED LEFT	MS - GR250	NATURAL			LASERCUT	FOLDING	MACHINE	MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007460	DEFAULT		1.1	01/03/2021						3	-	
1.10.1.6.1.4.1	            		1	Sheet	MS - GR250												DEFAULT		1.1							3		
1.10.1.6.2	        AWS-A-011126		9	GRIPPER UP TO 450 WIDE BAGS	UHMWPE	NATURAL			PROFILE CUT	MACHINE		FQ			C:\AWS PDM\AWS\007000-014000\	AWS-A-011126	Default		0.14	03/11/2021						16	-	
1.10.1.6.2.1	          		1	Sheet	UHMWPE												Default		0.14							16		
1.10.1.6.3	        B18.3.5M - 6 x 1.0 x 50 Socket FCHS  -- 24NZP		9	B18.3.5M - 6 x 1.0 x 50 Socket FCHS  -- 24NZP	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	socket countersunk head screw_1_am	B18.3.5M - 6 x 1.0 x 50 Socket FCHS  -- 24NZP		0.012			Costless Bolts						
1.10.1.6.4	        GB_HEXAGON_TYPE9 M6-SZP		9	M6 NYLOC NUT Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\nyloc\	prevailing torque type style 1_gb	GB_HEXAGON_TYPE9 M6-SZP		0.0			Costless Bolts						
1.10.1.6.5	        AWS-A-007534	1	1	GRIPPER CLAW SUPPORT CLAMP	MS - GR250	ZINC			LASERCUT	FOLDING		MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007534	DEFAULT		1.1	03/03/2021						3	-	
1.10.1.6.5.1	          		1	Sheet	MS - GR250												DEFAULT		1.1							3		
1.10.1.7	      AWS-B-007507	1	2	PUSH PLATE ASSEMBLY	AS PER BOM	PASSIVATED			WELDING			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-B-007507	Default		1.1	02/03/2021							-	
1.10.1.7.1	        AWS-A-007504	1	1	PUSH PLATE	SS304	NATURAL			LASERCUT	FOLDING		MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007504	Default		0.6	02/03/2021						2	-	
1.10.1.7.1.1	          		1	Sheet	SS304												Default		0.6							2		
1.10.1.7.2	        AWS-A-007506	1	3	PUSH PLATE MOUNTING STUD	SS304	NATURAL			MACHINE			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007506	Default		0.1	02/03/2021							-	
1.10.1.8	      AWS-Z-007513	1	2	GRIPPER LINKAGE ASSEMBLY	AS PER BOM	NATURAL			ASSEMBLY			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-Z-007513	Default		0.3	02/03/2021							-	
1.10.1.8.1	        AWS-A-007512	1	1	GRIPPER LINKAGE	MS - GR250	ZINC			MACHINE			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007512	Rod		0.20	02/03/2021							-	
1.10.1.8.2	        OEM-Y-04D	-	2	DOUBLE KNUCKLE JOINT SUIT 40MM BORE	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-Y-04D	Default	SMC	0.0	20/02/2019		SMC		1038	Pneumatics		-	Y-04D
1.10.1.9	      OEM-CDG1UA50-100Z-N		2	AIR CYLINDER CG1 SERIES	AS PER DATASHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-CDG1UA50-100Z-N	Default	SMC	0.4	03/03/2021	https://www.smcpneumatics.com/Part-Builder-CADs_ep_2415-1.html?CDG1UA50-100Z-B54L		W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1038_CG1_Z	1038	Pneumatics		-	CDG1UA50-100Z-N
1.10.1.10	      OEM-CDG1BA40-200FZ		1	AIR CYLINDER CG1 SERIES	AS PER DATASHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-CDG1BA40-200FZ	Default	SMC	0.3	03/03/2021	https://www.smcpneumatics.com/Part-Builder-CADs_ep_2415-1.html?CDG1UA50-100Z-B54L		W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1038_CG1_Z	1038	Pneumatics		-	CDG1BA40-200FZ
1.10.1.11	      AWS-A-007523	1	1	LINEAR GUIDE ROD	SS304	NATURAL			MACHINE			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007523	Default		0.5	03/03/2021							-	
1.10.1.12	      AWS-A-007524	1	1	PRESSURE PLATE	SS304	NATURAL			LASERCUT	MACHINE		MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007524	Default		0.3	03/03/2021						6	-	
1.10.1.12.1	        		1	Sheet	SS304												Default		0.3							6		
1.10.1.13	      AWS-A-007525	1	1	TOP PRESSURE PLATE	SS304	NATURAL			LASERCUT	FOLDING		MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007525	Default		0.5	03/03/2021						1.6	-	
1.10.1.13.1	        		1	Sheet	SS304												Default		0.5							1.6		
1.10.1.14	      OEM-Y05D		2	DOUBLE KNUCKLE JOINT	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-Y05D	Default	SMC	0.0	03/03/2021	https://www.smcpneumatics.com/Part-Builder-CADs_ep_2415-1.html?CDG1UA50-100Z-B54L			1038	Pneumatics		-	Y05D
1.10.1.15	      AWS-Z-007533	1	1	SQUARING ACTUATOR ASSEMBLY	AS PER BOM	NATURAL			ASSEMBLY				CL		C:\AWS PDM\AWS\007000-014000\	AWS-Z-007533	Default		0.6	03/03/2021							-	
1.10.1.15.1	        AWS-B-007532	1	1	TRUNNION BRACKET	AS PER BOM	ZINC			WELDING			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-B-007532	Default		0.4	03/03/2021							-	
1.10.1.15.1.1	          AWS-A-007531	1	1	TRUNNION BRACKET BASE	MS - GR250	NATURAL			LASERCUT			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007531	Default		0.1	03/03/2021						6	-	
1.10.1.15.1.1.1	            		1	Sheet	MS - GR250												Default		0.1							6		
1.10.1.15.1.2	          AWS-A-007530	1	2	TRUNNION BRACKET SIDE	MS - GR250	NATURAL			LASERCUT			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-007530	Default		0.2	03/03/2021						6	-	
1.10.1.15.1.2.1	            		1	Sheet	MS - GR250												Default		0.2							6		
1.10.1.15.2	        OEM-CDG1UA32-175Z		1	CG1 32X175 DA CYLINDER	REFER DATASHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-CDG1UA32-175Z	Default	SMC	0.2	09/05/2021				1038	Pneumatics		YES	CDG1UA32-175Z
1.10.1.15.3	        OEM-YG03		1	KNUCKLE JOINT	AS PER DATASHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-YG03	Default	SMC	0.0	03/03/2021	https://www.smcpneumatics.com/Part-Builder-CADs_ep_2415-1.html?Y-G03			1038	Pneumatics		-	YG03
1.10.1.15.3.1	          Copy of Y-G03.step_YTYPE_Y-G03^OEM-YG03		1												C:\Users\francisco\AppData\Local\Temp\swx12744\VC~~\OEM-YG03\	Copy of Y-G03.step_YTYPE_Y-G03^OEM-YG03	Default											
1.10.1.15.3.1.1	            Copy of Y-G03.step_Double Knuckles_Y-G03^Copy of Y-G03.step_YTYPE_Y-G03_OEM-YG03		1												C:\Users\francisco\AppData\Local\Temp\swx12744\VC~~\1575997219\	Copy of Y-G03.step_Double Knuckles_Y-G03^Copy of Y-G03.step_YTYPE_Y-G03_OEM-YG03	Default		0.0									
1.10.1.15.3.1.2	            Copy of Y-G03.step_Clevis Pins_IY-G03^Copy of Y-G03.step_YTYPE_Y-G03_OEM-YG03		1												C:\Users\francisco\AppData\Local\Temp\swx12744\VC~~\1575997219\	Copy of Y-G03.step_Clevis Pins_IY-G03^Copy of Y-G03.step_YTYPE_Y-G03_OEM-YG03	Default											
1.10.1.16	      OEM-PAP1008-P10		1	P10 BUSH	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1003. Bearings\	OEM-PAP1008-P10	Default	BEARING WHOLESALERS	0.0	09/03/2021	https://www.permaglide.com/en/plain-bearings/material-information/ks-p10/			1003	Bearings		-	PAP1008-P10
1.10.1.17	      OEM-PAP1210-P10		5	P10 BUSH	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1003. Bearings\	OEM-PAP1210-P10	Default	BEARING WHOLESALERS	0.0	09/03/2021	https://www.permaglide.com/en/plain-bearings/material-information/ks-p10/			1003	Bearings		-	PAP1210-P10
1.10.1.18	      AWS-A-010160	1	1	GRIPPER PNEUMATICS MOUNTING PLATE	SS304	NATURAL			LASERCUT	FOLDING		DG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-010160	Default		1.0	11/08/2021						2	-	
1.10.1.18.1	        		1	Sheet	SS304												Default		1.0							2		
1.10.1.19	      XXX-X-000538		1	PN09		NATURAL			PURCHASE			DMG			C:\AWS PDM\SmashCad\	XXX-X-000538	Default	SMC	922.64	20/07/2021		SMC	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\SS5Y5-10L22-05B-C8_0-51_4221YD.pdf	1038	Pneumatics		YES	SS5Y5-10L22-05B-C8_0-51_4221YD
1.10.2	    OEM-M-410iC185		1	PALLETISING ROBOT - PEDESTAL BASE	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1040. Robot\	OEM-M-410iC185	Flexible	FANUC	460.5	20/03/2020			W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1040_Datasheet M-410iC-185.pdf	1040	Robot		YES	M-410iC185
1.10.3	    AWS-B-011068		1	ROBOT DISCARD BASE	PER BOM	NATURAL			WELDING			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-B-011068	Default		497.3	27/10/2021							-	
1.10.3.1	      AWS-A-011069		1	185 ROBOT PEDESTAL BASE PLATE	MS - GR250	NATURAL			LASERCUT			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-A-011069	Default		124.4	27/10/2021						20	-	
1.10.3.1.1	        		1	Sheet	MS - GR250												Default		146.3							20		
1.10.3.2	      AWS-A-011070		4	ROBOT PLINTH FOOTING	MS - GR250	NATURAL			LASERCUT			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-A-011070	Default		16.9	27/10/2021						20	-	
1.10.3.2.1	        		1	Sheet	Material <not specified>												Default		0.7							20		
1.10.3.3	      AWS-A-011071		4	ROBOT PLINTH LEG PLATE EXT	MS - GR250	NATURAL			LASERCUT	FOLDING		FQ			C:\AWS PDM\AWS\007000-014000\	AWS-A-011071	Default		56.0	27/10/2021						10	-	
1.10.3.3.1	        		1	Sheet	MS - GR250												Default		56.0							10		
1.10.3.4	      AWS-A-011072		4	ROBOT BASE CROSS MEMBER A	MS - GR250	NATURAL			LASERCUT	FOLDING		FQ			C:\AWS PDM\AWS\007000-014000\	AWS-A-011072	Default		9.8	27/10/2021						6	-	
1.10.3.4.1	        		1	Sheet	MS - GR250												Default		9.8							6		
1.10.3.5	      AWS-A-011073		4	ROBOT BASE CROSS MEMBER A	MS - GR250	NATURAL			LASERCUT	FOLDING		FQ			C:\AWS PDM\AWS\007000-014000\	AWS-A-011073	Default		8.9	27/10/2021						6	-	
1.10.3.5.1	        		1	Sheet	MS - GR250												Default		8.9							6		
1.10.3.6	      AWS-A-011075		8	ROBOT BASE GUSSET	MS - GR250	NATURAL			LASERCUT			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-A-011075	Default		0.8	27/10/2021						10	-	
1.10.3.6.1	        		1	Sheet	MS - GR250												Default		0.8							10		
1.10.4	    AWS-Z-009449		1	PICK STATION ASSEMBLY	AS PER BOM	NATURAL			ASSEMBLY			MG			C:\AWS PDM\AWS\007000-014000\	AWS-Z-009449	Default		161.4	07/06/2021							-	
1.10.4.1	      AWS-Z-011135		1	PICK STATION ASSEMBLY	AS PER BOM	NATURAL			ASSEMBLY			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-Z-011135	Default		74.5	03/11/2021							-	
1.10.4.1.1	        AWS-B-011136		1	PICK STATION CHASSIS PAINTED	AS PER BOM	POWDERCOAT			PAINT			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-B-011136	Default		38.1	03/11/2021							-	
1.10.4.1.1.1	          AWS-B-011137		1	PICK STATION FRAME WELDMENT	AS PER BOM	NATURAL			WELDING			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-B-011137	Default		38.1	03/11/2021							-	
1.10.4.1.1.1.1	            AWS-A-011138		1	PICK CONVEYOR-SIDEPLATE-LEFT	MS - GR250	NATURAL			LASERCUT	FOLDING		FQ			C:\AWS PDM\AWS\007000-014000\	AWS-A-011138	Default		10.1	03/11/2021						3	-	
1.10.4.1.1.1.1.1	              		1	Sheet	MS - GR250												Default		10.1							3		
